"Country","Code","Item","Element","Unit","Value","Flag"
"Myanmar",191,"Chick peas, dry","import_quantity","tonne",18,"A"
"Myanmar",191,"Chick peas, dry","import_value","USD",16000,"A"
"Myanmar",111,"Flour of cereals n.e.c.","import_quantity","tonne",2,"A"
"Myanmar",111,"Flour of cereals n.e.c.","import_value","USD",1000,"A"
"Myanmar",212,"Flour of pulses","import_quantity","tonne",4,"A"
"Myanmar",212,"Flour of pulses","import_value","USD",4000,"A"
"Namibia",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_quantity","tonne",1,"A"
"Namibia",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_value","USD",3000,"A"
"Nepal",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_quantity","tonne",1,"A"
"Nepal",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_value","USD",4000,"A"
"Netherlands (Kingdom of the)",1168,"Animal oils and fats n.e.c.","import_quantity","tonne",50.12,"A"
"Netherlands (Kingdom of the)",1168,"Animal oils and fats n.e.c.","import_value","USD",44000,"A"
"Netherlands (Kingdom of the)",1274,"Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","export_quantity","tonne",88.37,"A"
"Netherlands (Kingdom of the)",1274,"Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","export_value","USD",54000,"A"
"Netherlands (Kingdom of the)",515,"Apples","import_quantity","tonne",1.61,"A"
"Netherlands (Kingdom of the)",515,"Apples","import_value","USD",2000,"A"
"Netherlands (Kingdom of the)",367,"Asparagus","import_quantity","tonne",1.29,"A"
"Netherlands (Kingdom of the)",367,"Asparagus","import_value","USD",8000,"A"
"Netherlands (Kingdom of the)",51,"Beer of barley, malted","import_quantity","tonne",638.43,"A"
"Netherlands (Kingdom of the)",51,"Beer of barley, malted","import_value","USD",209000,"A"
"Netherlands (Kingdom of the)",1181,"Bees","import_quantity",NA,0,"A"
"Netherlands (Kingdom of the)",1181,"Bees","import_value","USD",27000,"A"
"Netherlands (Kingdom of the)",1183,"Beeswax","import_quantity","tonne",1,"A"
"Netherlands (Kingdom of the)",1183,"Beeswax","import_value","USD",12000,"A"
"Netherlands (Kingdom of the)",20,"Bread","import_quantity","tonne",2.94,"A"
"Netherlands (Kingdom of the)",20,"Bread","import_value","USD",11000,"A"
"Netherlands (Kingdom of the)",41,"Breakfast cereals","import_quantity","tonne",13.71,"A"
"Netherlands (Kingdom of the)",41,"Breakfast cereals","import_value","USD",26000,"A"
"Netherlands (Kingdom of the)",886,"Butter of cow milk","import_quantity","tonne",95,"A"
"Netherlands (Kingdom of the)",886,"Butter of cow milk","import_value","USD",479000,"A"
"Netherlands (Kingdom of the)",358,"Cabbages","import_quantity","tonne",4.64,"A"
"Netherlands (Kingdom of the)",358,"Cabbages","import_value","USD",28000,"A"
"Netherlands (Kingdom of the)",238,"Cake of  soya beans","import_quantity","tonne",317,"A"
"Netherlands (Kingdom of the)",238,"Cake of  soya beans","import_value","USD",267000,"A"
"Netherlands (Kingdom of the)",451,"Canned mushrooms","import_quantity","tonne",890.75,"A"
"Netherlands (Kingdom of the)",451,"Canned mushrooms","import_value","USD",1303000,"A"
"Netherlands (Kingdom of the)",426,"Carrots and turnips","import_quantity","tonne",11.78,"A"
"Netherlands (Kingdom of the)",426,"Carrots and turnips","import_value","USD",7000,"A"
"Netherlands (Kingdom of the)",869,"Cattle fat, unrendered","import_quantity","tonne",25.14,"A"
"Netherlands (Kingdom of the)",869,"Cattle fat, unrendered","import_value","USD",23000,"A"
"Netherlands (Kingdom of the)",393,"Cauliflowers and broccoli","import_quantity","tonne",0.15,"A"
"Netherlands (Kingdom of the)",393,"Cauliflowers and broccoli","import_value","USD",2000,"A"
"Netherlands (Kingdom of the)",901,"Cheese from whole cow milk","import_quantity","tonne",878.24,"A"
"Netherlands (Kingdom of the)",901,"Cheese from whole cow milk","import_value","USD",4690000,"A"
"Netherlands (Kingdom of the)",1057,"Chickens","import_quantity",NA,0,"A"
"Netherlands (Kingdom of the)",1057,"Chickens","import_quantity","tonne",1.1,"A"
"Netherlands (Kingdom of the)",1057,"Chickens","import_value","USD",142000,"A"
"Netherlands (Kingdom of the)",401,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","import_quantity","tonne",0.16,"A"
"Netherlands (Kingdom of the)",401,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","import_value","USD",1000,"A"
"Netherlands (Kingdom of the)",666,"Chocolate products nes","import_quantity","tonne",1869.99,"A"
"Netherlands (Kingdom of the)",666,"Chocolate products nes","import_value","USD",10257000,"A"
"Netherlands (Kingdom of the)",666,"Chocolate products nes","export_quantity","tonne",12.73,"A"
"Netherlands (Kingdom of the)",666,"Chocolate products nes","export_value","USD",76000,"A"
"Netherlands (Kingdom of the)",514,"Citrus juice, concentrated n.e.c.","import_quantity","tonne",21.63,"A"
"Netherlands (Kingdom of the)",514,"Citrus juice, concentrated n.e.c.","import_value","USD",66000,"A"
"Netherlands (Kingdom of the)",664,"Cocoa butter, fat and oil","import_quantity","tonne",375,"A"
"Netherlands (Kingdom of the)",664,"Cocoa butter, fat and oil","import_value","USD",2381000,"A"
"Netherlands (Kingdom of the)",662,"Cocoa paste not defatted","import_quantity","tonne",146.32,"A"
"Netherlands (Kingdom of the)",662,"Cocoa paste not defatted","import_value","USD",520000,"A"
"Netherlands (Kingdom of the)",665,"Cocoa powder and cake","import_quantity","tonne",1642.58,"A"
"Netherlands (Kingdom of the)",665,"Cocoa powder and cake","import_value","USD",4027000,"A"
"Netherlands (Kingdom of the)",252,"Coconut oil","import_quantity","tonne",0.18,"A"
"Netherlands (Kingdom of the)",252,"Coconut oil","import_value","USD",1000,"A"
"Netherlands (Kingdom of the)",659,"Coffee extracts","import_quantity","tonne",53.14,"A"
"Netherlands (Kingdom of the)",659,"Coffee extracts","import_value","USD",270000,"A"
"Netherlands (Kingdom of the)",657,"Coffee, decaffeinated or roasted","import_quantity","tonne",58.2,"A"
"Netherlands (Kingdom of the)",657,"Coffee, decaffeinated or roasted","import_value","USD",545000,"A"
"Netherlands (Kingdom of the)",657,"Coffee, decaffeinated or roasted","export_quantity","tonne",7.83,"A"
"Netherlands (Kingdom of the)",657,"Coffee, decaffeinated or roasted","export_value","USD",86000,"A"
"Netherlands (Kingdom of the)",656,"Coffee, green","import_quantity","tonne",0.6,"A"
"Netherlands (Kingdom of the)",656,"Coffee, green","import_value","USD",2000,"A"
"Netherlands (Kingdom of the)",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","import_quantity","tonne",100.69,"A"
"Netherlands (Kingdom of the)",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","import_value","USD",480000,"A"
"Netherlands (Kingdom of the)",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","export_quantity","tonne",22.55,"A"
"Netherlands (Kingdom of the)",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","export_value","USD",98000,"A"
"Netherlands (Kingdom of the)",845,"Compound feed n.e.c.","import_quantity","tonne",5518,"A"
"Netherlands (Kingdom of the)",845,"Compound feed n.e.c.","import_value","USD",3939000,"A"
"Netherlands (Kingdom of the)",845,"Compound feed n.e.c.","export_quantity","tonne",1,"A"
"Netherlands (Kingdom of the)",845,"Compound feed n.e.c.","export_value","USD",4000,"A"
"Netherlands (Kingdom of the)",1293,"Crude organic material n.e.c.","import_value","USD",4764000,"A"
"Netherlands (Kingdom of the)",1293,"Crude organic material n.e.c.","export_value","USD",19000,"A"
"Netherlands (Kingdom of the)",909,"Dairy products n.e.c.","import_quantity","tonne",1.5,"A"
"Netherlands (Kingdom of the)",909,"Dairy products n.e.c.","import_value","USD",12000,"A"
"Netherlands (Kingdom of the)",577,"Dates","export_quantity","tonne",108.3,"A"
"Netherlands (Kingdom of the)",577,"Dates","export_value","USD",633000,"A"
"Netherlands (Kingdom of the)",843,"Dog or cat food, put up for retail sale","import_quantity","tonne",48,"A"
"Netherlands (Kingdom of the)",843,"Dog or cat food, put up for retail sale","import_value","USD",55000,"A"
"Netherlands (Kingdom of the)",868,"Edible offal of cattle, fresh, chilled or frozen","import_quantity","tonne",27.21,"A"
"Netherlands (Kingdom of the)",868,"Edible offal of cattle, fresh, chilled or frozen","import_value","USD",36000,"A"
"Netherlands (Kingdom of the)",1243,"Fat preparations n.e.c.","import_quantity","tonne",3.48,"A"
"Netherlands (Kingdom of the)",1243,"Fat preparations n.e.c.","import_value","USD",18000,"A"
"Netherlands (Kingdom of the)",58,"Flour of maize","import_quantity","tonne",324.25,"A"
"Netherlands (Kingdom of the)",58,"Flour of maize","import_value","USD",182000,"A"
"Netherlands (Kingdom of the)",295,"Flour of mustard seed","import_quantity","tonne",0.66,"A"
"Netherlands (Kingdom of the)",295,"Flour of mustard seed","import_value","USD",1000,"A"
"Netherlands (Kingdom of the)",117,"Flour, meal, powder, flakes, granules and pellets of potatoes","import_quantity","tonne",247.72,"A"
"Netherlands (Kingdom of the)",117,"Flour, meal, powder, flakes, granules and pellets of potatoes","import_value","USD",405000,"A"
"Netherlands (Kingdom of the)",1232,"Food preparations n.e.c.","import_quantity","tonne",2420.75,"A"
"Netherlands (Kingdom of the)",1232,"Food preparations n.e.c.","import_value","USD",18069000,"A"
"Netherlands (Kingdom of the)",1232,"Food preparations n.e.c.","export_quantity","tonne",957.37,"A"
"Netherlands (Kingdom of the)",1232,"Food preparations n.e.c.","export_value","USD",2286000,"A"
"Netherlands (Kingdom of the)",115,"Food preparations of flour, meal or malt extract","import_quantity","tonne",138.69,"A"
"Netherlands (Kingdom of the)",115,"Food preparations of flour, meal or malt extract","import_value","USD",230000,"A"
"Netherlands (Kingdom of the)",623,"Fruit prepared n.e.c.","import_quantity","tonne",18,"A"
"Netherlands (Kingdom of the)",623,"Fruit prepared n.e.c.","import_value","USD",23000,"A"
"Netherlands (Kingdom of the)",887,"Ghee from cow milk","import_quantity","tonne",526.57,"A"
"Netherlands (Kingdom of the)",887,"Ghee from cow milk","import_value","USD",3772000,"A"
"Netherlands (Kingdom of the)",172,"Glucose and dextrose","import_quantity","tonne",216,"A"
"Netherlands (Kingdom of the)",172,"Glucose and dextrose","import_value","USD",94000,"A"
"Netherlands (Kingdom of the)",510,"Grapefruit juice, concentrated","import_quantity","tonne",21.86,"A"
"Netherlands (Kingdom of the)",510,"Grapefruit juice, concentrated","import_value","USD",99000,"A"
"Netherlands (Kingdom of the)",1062,"Hen eggs in shell, fresh","import_quantity","tonne",36,"A"
"Netherlands (Kingdom of the)",1062,"Hen eggs in shell, fresh","import_value","USD",11000,"A"
"Netherlands (Kingdom of the)",1096,"Horses","import_quantity","Animal",364,"I"
"Netherlands (Kingdom of the)",1096,"Horses","import_quantity","tonne",0.03,"A"
"Netherlands (Kingdom of the)",1096,"Horses","import_value","USD",203000,"A"
"Netherlands (Kingdom of the)",1096,"Horses","export_quantity","Animal",84,"I"
"Netherlands (Kingdom of the)",1096,"Horses","export_quantity","tonne",0.01,"A"
"Netherlands (Kingdom of the)",1096,"Horses","export_value","USD",33000,"A"
"Netherlands (Kingdom of the)",1275,"hydrogenated oils and fats","export_quantity","tonne",132,"A"
"Netherlands (Kingdom of the)",1275,"hydrogenated oils and fats","export_value","USD",83000,"A"
"Netherlands (Kingdom of the)",631,"Ice and snow","import_quantity","tonne",376,"A"
"Netherlands (Kingdom of the)",631,"Ice and snow","import_value","USD",271000,"A"
"Netherlands (Kingdom of the)",631,"Ice and snow","export_quantity","tonne",27,"A"
"Netherlands (Kingdom of the)",631,"Ice and snow","export_value","USD",7000,"A"
"Netherlands (Kingdom of the)",109,"Infant food","import_quantity","tonne",351.8,"A"
"Netherlands (Kingdom of the)",109,"Infant food","import_value","USD",4353000,"A"
"Netherlands (Kingdom of the)",622,"Juice of fruits n.e.c.","import_quantity","tonne",237.46,"A"
"Netherlands (Kingdom of the)",622,"Juice of fruits n.e.c.","import_value","USD",599000,"A"
"Netherlands (Kingdom of the)",580,"Juice of pineapples, concentrated","import_quantity","tonne",40.09,"A"
"Netherlands (Kingdom of the)",580,"Juice of pineapples, concentrated","import_value","USD",84000,"A"
"Netherlands (Kingdom of the)",173,"Lactose","import_quantity","tonne",86.36,"A"
"Netherlands (Kingdom of the)",173,"Lactose","import_value","USD",154000,"A"
"Netherlands (Kingdom of the)",407,"Leeks and other alliaceous vegetables","import_quantity","tonne",0.12,"A"
"Netherlands (Kingdom of the)",407,"Leeks and other alliaceous vegetables","import_value","USD",1000,"A"
"Netherlands (Kingdom of the)",372,"Lettuce and chicory","import_quantity","tonne",7.5,"A"
"Netherlands (Kingdom of the)",372,"Lettuce and chicory","import_value","USD",45000,"A"
"Netherlands (Kingdom of the)",333,"Linseed","import_quantity","tonne",21,"A"
"Netherlands (Kingdom of the)",333,"Linseed","import_value","USD",16000,"A"
"Netherlands (Kingdom of the)",49,"Malt, whether or not roasted","import_quantity","tonne",924.36,"A"
"Netherlands (Kingdom of the)",49,"Malt, whether or not roasted","import_value","USD",513000,"A"
"Netherlands (Kingdom of the)",870,"Meat of cattle boneless, fresh or chilled","import_quantity","tonne",24.51,"A"
"Netherlands (Kingdom of the)",870,"Meat of cattle boneless, fresh or chilled","import_value","USD",262000,"A"
"Netherlands (Kingdom of the)",867,"Meat of cattle with the bone, fresh or chilled","import_quantity","tonne",3.43,"A"
"Netherlands (Kingdom of the)",867,"Meat of cattle with the bone, fresh or chilled","import_value","USD",38000,"A"
"Netherlands (Kingdom of the)",1058,"Meat of chickens, fresh or chilled","import_quantity","tonne",28,"A"
"Netherlands (Kingdom of the)",1058,"Meat of chickens, fresh or chilled","import_value","USD",21000,"A"
"Netherlands (Kingdom of the)",1172,"Meat prepared n.e.c.","import_quantity","tonne",49.99,"A"
"Netherlands (Kingdom of the)",1172,"Meat prepared n.e.c.","import_value","USD",167000,"A"
"Netherlands (Kingdom of the)",299,"Melonseed","import_quantity","tonne",0.05,"A"
"Netherlands (Kingdom of the)",299,"Melonseed","import_value","USD",1000,"A"
"Netherlands (Kingdom of the)",114,"Mixes and doughs for the preparation of bakers' wares","import_quantity","tonne",81.26,"A"
"Netherlands (Kingdom of the)",114,"Mixes and doughs for the preparation of bakers' wares","import_value","USD",165000,"A"
"Netherlands (Kingdom of the)",449,"Mushrooms and truffles","import_quantity","tonne",50.77,"A"
"Netherlands (Kingdom of the)",449,"Mushrooms and truffles","import_value","USD",3e+05,"A"
"Netherlands (Kingdom of the)",76,"Oats, rolled","import_quantity","tonne",5.95,"A"
"Netherlands (Kingdom of the)",76,"Oats, rolled","import_value","USD",14000,"A"
"Netherlands (Kingdom of the)",290,"Oil of sesame seed","import_quantity","tonne",17.81,"A"
"Netherlands (Kingdom of the)",290,"Oil of sesame seed","import_value","USD",114000,"A"
"Netherlands (Kingdom of the)",260,"Olives","export_quantity","tonne",0.84,"A"
"Netherlands (Kingdom of the)",260,"Olives","export_value","USD",3000,"A"
"Netherlands (Kingdom of the)",403,"Onions and shallots, dry (excluding dehydrated)","import_quantity","tonne",38.85,"A"
"Netherlands (Kingdom of the)",403,"Onions and shallots, dry (excluding dehydrated)","import_value","USD",45000,"A"
"Netherlands (Kingdom of the)",491,"Orange juice","import_quantity","tonne",29.7,"A"
"Netherlands (Kingdom of the)",491,"Orange juice","import_value","USD",81000,"A"
"Netherlands (Kingdom of the)",492,"Orange juice, concentrated","import_quantity","tonne",505.67,"A"
"Netherlands (Kingdom of the)",492,"Orange juice, concentrated","import_value","USD",1227000,"A"
"Netherlands (Kingdom of the)",558,"Other berries and fruits of the genus vaccinium n.e.c.","import_quantity","tonne",19.1,"A"
"Netherlands (Kingdom of the)",558,"Other berries and fruits of the genus vaccinium n.e.c.","import_value","USD",138000,"A"
"Netherlands (Kingdom of the)",619,"Other fruits, n.e.c.","import_quantity","tonne",4.46,"A"
"Netherlands (Kingdom of the)",619,"Other fruits, n.e.c.","import_value","USD",26000,"A"
"Netherlands (Kingdom of the)",1169,"Other live animals non food, n.e.c.","import_value","USD",33000,"A"
"Netherlands (Kingdom of the)",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","import_quantity","tonne",325,"A"
"Netherlands (Kingdom of the)",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","import_value","USD",2548000,"A"
"Netherlands (Kingdom of the)",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_quantity","tonne",1,"A"
"Netherlands (Kingdom of the)",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_value","USD",5000,"A"
"Netherlands (Kingdom of the)",633,"Other non-alcoholic caloric beverages","import_quantity","tonne",354,"A"
"Netherlands (Kingdom of the)",633,"Other non-alcoholic caloric beverages","import_value","USD",319000,"A"
"Netherlands (Kingdom of the)",633,"Other non-alcoholic caloric beverages","export_quantity","tonne",3,"A"
"Netherlands (Kingdom of the)",633,"Other non-alcoholic caloric beverages","export_value","USD",2000,"A"
"Netherlands (Kingdom of the)",340,"Other oil of vegetable origin, crude n.e.c.","import_quantity","tonne",3.19,"A"
"Netherlands (Kingdom of the)",340,"Other oil of vegetable origin, crude n.e.c.","import_value","USD",23000,"A"
"Netherlands (Kingdom of the)",723,"Other stimulant, spice and aromatic crops, n.e.c.","export_quantity","tonne",20.02,"A"
"Netherlands (Kingdom of the)",723,"Other stimulant, spice and aromatic crops, n.e.c.","export_value","USD",70000,"A"
"Netherlands (Kingdom of the)",463,"Other vegetables, fresh n.e.c.","import_quantity","tonne",184.93,"A"
"Netherlands (Kingdom of the)",463,"Other vegetables, fresh n.e.c.","import_value","USD",1111000,"A"
"Netherlands (Kingdom of the)",463,"Other vegetables, fresh n.e.c.","export_quantity","tonne",60.15,"A"
"Netherlands (Kingdom of the)",463,"Other vegetables, fresh n.e.c.","export_value","USD",125000,"A"
"Netherlands (Kingdom of the)",391,"Paste of tomatoes","export_quantity","tonne",20.18,"A"
"Netherlands (Kingdom of the)",391,"Paste of tomatoes","export_value","USD",21000,"A"
"Netherlands (Kingdom of the)",22,"Pastry","import_quantity","tonne",133.34,"A"
"Netherlands (Kingdom of the)",22,"Pastry","import_value","USD",635000,"A"
"Netherlands (Kingdom of the)",22,"Pastry","export_quantity","tonne",14.04,"A"
"Netherlands (Kingdom of the)",22,"Pastry","export_value","USD",31000,"A"
"Netherlands (Kingdom of the)",534,"Peaches and nectarines","import_quantity","tonne",0.17,"A"
"Netherlands (Kingdom of the)",534,"Peaches and nectarines","import_value","USD",1000,"A"
"Netherlands (Kingdom of the)",116,"Potatoes","import_quantity","tonne",3695.28,"A"
"Netherlands (Kingdom of the)",116,"Potatoes","import_value","USD",2628000,"A"
"Netherlands (Kingdom of the)",116,"Potatoes","export_quantity","tonne",313,"A"
"Netherlands (Kingdom of the)",116,"Potatoes","export_value","USD",149000,"A"
"Netherlands (Kingdom of the)",118,"Potatoes, frozen","import_quantity","tonne",9926.53,"A"
"Netherlands (Kingdom of the)",118,"Potatoes, frozen","import_value","USD",10268000,"A"
"Netherlands (Kingdom of the)",1061,"Poultry meat preparations","import_quantity","tonne",555.78,"A"
"Netherlands (Kingdom of the)",1061,"Poultry meat preparations","import_value","USD",1718000,"A"
"Netherlands (Kingdom of the)",246,"Prepared groundnuts","import_quantity","tonne",2.73,"A"
"Netherlands (Kingdom of the)",246,"Prepared groundnuts","import_value","USD",9000,"A"
"Netherlands (Kingdom of the)",235,"Prepared nuts","export_quantity","tonne",5.88,"A"
"Netherlands (Kingdom of the)",235,"Prepared nuts","export_value","USD",49000,"A"
"Netherlands (Kingdom of the)",164,"Refined sugar","import_quantity","tonne",0.11,"A"
"Netherlands (Kingdom of the)",164,"Refined sugar","import_value","USD",0,"A"
"Netherlands (Kingdom of the)",31,"Rice, milled","import_quantity","tonne",4.82,"A"
"Netherlands (Kingdom of the)",31,"Rice, milled","import_value","USD",9000,"A"
"Netherlands (Kingdom of the)",30,"Rice, paddy (rice milled equivalent)","import_quantity","tonne",5,"E"
"Netherlands (Kingdom of the)",30,"Rice, paddy (rice milled equivalent)","import_value","USD",9000,"E"
"Netherlands (Kingdom of the)",874,"Sausages and similar products of meat, offal or blood of beef and veal","import_quantity","tonne",383.3,"A"
"Netherlands (Kingdom of the)",874,"Sausages and similar products of meat, offal or blood of beef and veal","import_value","USD",1152000,"A"
"Netherlands (Kingdom of the)",898,"Skim milk and whey powder","import_quantity","tonne",407.01,"A"
"Netherlands (Kingdom of the)",898,"Skim milk and whey powder","import_value","USD",1640000,"A"
"Netherlands (Kingdom of the)",237,"Soya bean oil","import_quantity","tonne",4.55,"A"
"Netherlands (Kingdom of the)",237,"Soya bean oil","import_value","USD",11000,"A"
"Netherlands (Kingdom of the)",544,"Strawberries","export_quantity","tonne",29.78,"A"
"Netherlands (Kingdom of the)",544,"Strawberries","export_value","USD",76000,"A"
"Netherlands (Kingdom of the)",167,"Sugar and syrups n.e.c.","import_quantity","tonne",2,"A"
"Netherlands (Kingdom of the)",167,"Sugar and syrups n.e.c.","import_value","USD",3000,"A"
"Netherlands (Kingdom of the)",168,"Sugar confectionery","import_quantity","tonne",29.14,"A"
"Netherlands (Kingdom of the)",168,"Sugar confectionery","import_value","USD",111000,"A"
"Netherlands (Kingdom of the)",168,"Sugar confectionery","export_quantity","tonne",64.25,"A"
"Netherlands (Kingdom of the)",168,"Sugar confectionery","export_value","USD",353000,"A"
"Netherlands (Kingdom of the)",495,"Tangerines, mandarins, clementines","import_quantity","tonne",0.75,"A"
"Netherlands (Kingdom of the)",495,"Tangerines, mandarins, clementines","import_value","USD",1000,"A"
"Netherlands (Kingdom of the)",667,"Tea leaves","import_quantity","tonne",2.61,"A"
"Netherlands (Kingdom of the)",667,"Tea leaves","import_value","USD",9000,"A"
"Netherlands (Kingdom of the)",390,"Tomato juice","import_quantity","tonne",3.3,"A"
"Netherlands (Kingdom of the)",390,"Tomato juice","import_value","USD",3000,"A"
"Netherlands (Kingdom of the)",388,"Tomatoes","import_quantity","tonne",5.1,"A"
"Netherlands (Kingdom of the)",388,"Tomatoes","import_value","USD",32000,"A"
"Netherlands (Kingdom of the)",18,"Uncooked pasta, not stuffed or otherwise prepared","import_quantity","tonne",1.5,"A"
"Netherlands (Kingdom of the)",18,"Uncooked pasta, not stuffed or otherwise prepared","import_value","USD",5000,"A"
"Netherlands (Kingdom of the)",634,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages","import_quantity","tonne",3.96,"A"
"Netherlands (Kingdom of the)",634,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages","import_value","USD",24000,"A"
"Netherlands (Kingdom of the)",475,"Vegetables preserved (frozen)","import_quantity","tonne",4.44,"A"
"Netherlands (Kingdom of the)",475,"Vegetables preserved (frozen)","import_value","USD",10000,"A"
"Netherlands (Kingdom of the)",472,"Vegetables preserved nes (o/t vinegar)","import_quantity","tonne",9.5,"A"
"Netherlands (Kingdom of the)",472,"Vegetables preserved nes (o/t vinegar)","import_value","USD",18000,"A"
"Netherlands (Kingdom of the)",472,"Vegetables preserved nes (o/t vinegar)","export_quantity","tonne",630.63,"A"
"Netherlands (Kingdom of the)",472,"Vegetables preserved nes (o/t vinegar)","export_value","USD",1097000,"A"
"Netherlands (Kingdom of the)",471,"Vegetables, pulses and potatoes, preserved by vinegar or acetic acid","import_quantity","tonne",0.88,"A"
"Netherlands (Kingdom of the)",471,"Vegetables, pulses and potatoes, preserved by vinegar or acetic acid","import_value","USD",2000,"A"
"Netherlands (Kingdom of the)",900,"Whey, dry","import_quantity","tonne",40,"A"
"Netherlands (Kingdom of the)",900,"Whey, dry","import_value","USD",58000,"A"
"Netherlands (Kingdom of the)",897,"Whole milk powder","import_quantity","tonne",568.25,"A"
"Netherlands (Kingdom of the)",897,"Whole milk powder","import_value","USD",1653000,"A"
"Netherlands (Kingdom of the)",889,"Whole milk, condensed","import_quantity","tonne",685.34,"A"
"Netherlands (Kingdom of the)",889,"Whole milk, condensed","import_value","USD",1986000,"A"
"Netherlands (Kingdom of the)",894,"Whole milk, evaporated","import_quantity","tonne",1104.42,"A"
"Netherlands (Kingdom of the)",894,"Whole milk, evaporated","import_value","USD",2314000,"A"
"New Zealand",886,"Butter of cow milk","import_quantity","tonne",257.22,"A"
"New Zealand",886,"Butter of cow milk","import_value","USD",1233000,"A"
"New Zealand",426,"Carrots and turnips","import_quantity","tonne",19.44,"A"
"New Zealand",426,"Carrots and turnips","import_value","USD",9000,"A"
"New Zealand",901,"Cheese from whole cow milk","import_quantity","tonne",1123.93,"A"
"New Zealand",901,"Cheese from whole cow milk","import_value","USD",4481000,"A"
"New Zealand",657,"Coffee, decaffeinated or roasted","export_quantity","tonne",1.26,"A"
"New Zealand",657,"Coffee, decaffeinated or roasted","export_value","USD",20000,"A"
"New Zealand",845,"Compound feed n.e.c.","import_quantity","tonne",1,"A"
"New Zealand",845,"Compound feed n.e.c.","import_value","USD",9000,"A"
"New Zealand",885,"Cream, fresh","import_quantity","tonne",8.27,"A"
"New Zealand",885,"Cream, fresh","import_value","USD",26000,"A"
"New Zealand",909,"Dairy products n.e.c.","import_quantity","tonne",67.22,"A"
"New Zealand",909,"Dairy products n.e.c.","import_value","USD",332000,"A"
"New Zealand",978,"Edible offal of sheep, fresh, chilled or frozen","import_quantity","tonne",271.65,"A"
"New Zealand",978,"Edible offal of sheep, fresh, chilled or frozen","import_value","USD",433000,"A"
"New Zealand",1232,"Food preparations n.e.c.","import_quantity","tonne",25.49,"A"
"New Zealand",1232,"Food preparations n.e.c.","import_value","USD",137000,"A"
"New Zealand",1232,"Food preparations n.e.c.","export_quantity","tonne",75.82,"A"
"New Zealand",1232,"Food preparations n.e.c.","export_value","USD",184000,"A"
"New Zealand",887,"Ghee from cow milk","import_quantity","tonne",23.87,"A"
"New Zealand",887,"Ghee from cow milk","import_value","USD",168000,"A"
"New Zealand",870,"Meat of cattle boneless, fresh or chilled","import_quantity","tonne",152.68,"A"
"New Zealand",870,"Meat of cattle boneless, fresh or chilled","import_value","USD",1421000,"A"
"New Zealand",867,"Meat of cattle with the bone, fresh or chilled","import_quantity","tonne",54.05,"A"
"New Zealand",867,"Meat of cattle with the bone, fresh or chilled","import_value","USD",250000,"A"
"New Zealand",977,"Meat of sheep, fresh or chilled","import_quantity","tonne",5839.57,"A"
"New Zealand",977,"Meat of sheep, fresh or chilled","import_value","USD",35739000,"A"
"New Zealand",1182,"Natural honey","import_quantity","tonne",8.4,"A"
"New Zealand",1182,"Natural honey","import_value","USD",125000,"A"
"New Zealand",187,"Peas, dry","import_quantity","tonne",20.05,"A"
"New Zealand",187,"Peas, dry","import_value","USD",28000,"A"
"New Zealand",898,"Skim milk and whey powder","import_quantity","tonne",4360.77,"A"
"New Zealand",898,"Skim milk and whey powder","import_value","USD",15423000,"A"
"New Zealand",168,"Sugar confectionery","import_quantity","tonne",0.04,"A"
"New Zealand",168,"Sugar confectionery","import_value","USD",1000,"A"
"New Zealand",472,"Vegetables preserved nes (o/t vinegar)","import_quantity","tonne",0.17,"A"
