"Country","Code","Item","Element","Unit","Value","Flag"
"Afghanistan",845,"Compound feed n.e.c.","export_quantity","tonne",9,"A"
"Afghanistan",845,"Compound feed n.e.c.","export_value","USD",68000,"A"
"Afghanistan",149,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh","import_quantity","tonne",22,"A"
"Afghanistan",149,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh","import_value","USD",24000,"A"
"Afghanistan",299,"Melonseed","import_quantity","tonne",2577.45,"A"
"Afghanistan",299,"Melonseed","import_value","USD",2192000,"A"
"Afghanistan",223,"Pistachios, in shell","import_quantity","tonne",640.8,"A"
"Afghanistan",223,"Pistachios, in shell","import_value","USD",6934000,"A"
"Afghanistan",561,"Raisins","import_quantity","tonne",176.5,"A"
"Afghanistan",561,"Raisins","import_value","USD",356000,"A"
"Algeria",1274,"Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","export_quantity","tonne",4.2,"A"
"Algeria",1274,"Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","export_value","USD",54000,"A"
"Algeria",191,"Chick peas, dry","export_quantity","tonne",75.02,"A"
"Algeria",191,"Chick peas, dry","export_value","USD",28000,"A"
"Algeria",666,"Chocolate products nes","import_quantity","tonne",278.38,"A"
"Algeria",666,"Chocolate products nes","import_value","USD",639000,"A"
"Algeria",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","import_quantity","tonne",13.24,"A"
"Algeria",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","import_value","USD",29000,"A"
"Algeria",577,"Dates","import_quantity","tonne",0.6,"A"
"Algeria",577,"Dates","import_value","USD",2000,"A"
"Algeria",672,"Extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or maté","export_quantity","tonne",2.4,"A"
"Algeria",672,"Extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or maté","export_value","USD",29000,"A"
"Algeria",1232,"Food preparations n.e.c.","export_quantity","tonne",0.13,"A"
"Algeria",1232,"Food preparations n.e.c.","export_value","USD",11000,"A"
"Algeria",115,"Food preparations of flour, meal or malt extract","export_quantity","tonne",223.64,"A"
"Algeria",115,"Food preparations of flour, meal or malt extract","export_value","USD",1989000,"A"
"Algeria",631,"Ice and snow","import_quantity","tonne",21,"A"
"Algeria",631,"Ice and snow","import_value","USD",10000,"A"
"Algeria",1182,"Natural honey","export_quantity","tonne",9.21,"A"
"Algeria",1182,"Natural honey","export_value","USD",183000,"A"
"Algeria",22,"Pastry","import_quantity","tonne",220.17,"A"
"Algeria",22,"Pastry","import_value","USD",292000,"A"
"Algeria",235,"Prepared nuts","export_quantity","tonne",0.21,"A"
"Algeria",235,"Prepared nuts","export_value","USD",30000,"A"
"Algeria",164,"Refined sugar","import_quantity","tonne",82367.5,"A"
"Algeria",164,"Refined sugar","import_value","USD",34589000,"A"
"Algeria",31,"Rice, milled","export_quantity","tonne",120,"A"
"Algeria",31,"Rice, milled","export_value","USD",149000,"A"
"Algeria",30,"Rice, paddy (rice milled equivalent)","export_quantity","tonne",120,"E"
"Algeria",30,"Rice, paddy (rice milled equivalent)","export_value","USD",149000,"E"
"Angola",828,"Cigarettes","export_quantity","tonne",102,"A"
"Angola",828,"Cigarettes","export_value","USD",1514000,"A"
"Angola",1232,"Food preparations n.e.c.","export_quantity","tonne",1,"A"
"Angola",1232,"Food preparations n.e.c.","export_value","USD",3000,"A"
"Argentina",44,"Barley","import_quantity","tonne",170000,"A"
"Argentina",44,"Barley","import_value","USD",43536000,"A"
"Argentina",176,"Beans, dry","import_quantity","tonne",1443.37,"A"
"Argentina",176,"Beans, dry","import_value","USD",1536000,"A"
"Argentina",1181,"Bees","import_quantity",NA,0,"A"
"Argentina",1181,"Bees","import_value","USD",5000,"A"
"Argentina",41,"Breakfast cereals","import_quantity","tonne",258.96,"A"
"Argentina",41,"Breakfast cereals","import_value","USD",116000,"A"
"Argentina",238,"Cake of  soya beans","import_quantity","tonne",344272,"A"
"Argentina",238,"Cake of  soya beans","import_value","USD",131026000,"A"
"Argentina",901,"Cheese from whole cow milk","import_quantity","tonne",124.99,"A"
"Argentina",901,"Cheese from whole cow milk","import_value","USD",468000,"A"
"Argentina",191,"Chick peas, dry","import_quantity","tonne",2927.15,"A"
"Argentina",191,"Chick peas, dry","import_value","USD",1762000,"A"
"Argentina",191,"Chick peas, dry","export_quantity","tonne",94.5,"A"
"Argentina",191,"Chick peas, dry","export_value","USD",52000,"A"
"Argentina",666,"Chocolate products nes","import_quantity","tonne",45.52,"A"
"Argentina",666,"Chocolate products nes","import_value","USD",223000,"A"
"Argentina",845,"Compound feed n.e.c.","import_quantity","tonne",9,"A"
"Argentina",845,"Compound feed n.e.c.","import_value","USD",19000,"A"
"Argentina",1064,"Eggs, dried","import_quantity","tonne",188.8,"A"
"Argentina",1064,"Eggs, dried","import_value","USD",953000,"A"
"Argentina",1232,"Food preparations n.e.c.","import_quantity","tonne",38.74,"A"
"Argentina",1232,"Food preparations n.e.c.","import_value","USD",32000,"A"
"Argentina",115,"Food preparations of flour, meal or malt extract","import_quantity","tonne",24,"A"
"Argentina",115,"Food preparations of flour, meal or malt extract","import_value","USD",87000,"A"
"Argentina",243,"Groundnuts, shelled","import_quantity","tonne",49.81,"A"
"Argentina",243,"Groundnuts, shelled","import_value","USD",77000,"A"
"Argentina",920,"Hides, wet-salted of cattle","import_quantity","tonne",0,"A"
"Argentina",920,"Hides, wet-salted of cattle","import_value","USD",9000,"A"
"Argentina",1096,"Horses","import_quantity","Animal",20,"A"
"Argentina",1096,"Horses","import_quantity","tonne",0,"A"
"Argentina",1096,"Horses","import_value","USD",11000,"A"
"Argentina",109,"Infant food","import_quantity","tonne",24,"A"
"Argentina",109,"Infant food","import_value","USD",87000,"A"
"Argentina",497,"Lemons and limes","import_quantity","tonne",576,"A"
"Argentina",497,"Lemons and limes","import_value","USD",460000,"A"
"Argentina",862,"Lucerne (alfalfa) meal and pellets","import_quantity","tonne",233,"A"
"Argentina",862,"Lucerne (alfalfa) meal and pellets","import_value","USD",87000,"A"
"Argentina",56,"Maize (corn)","import_quantity","tonne",324440,"A"
"Argentina",56,"Maize (corn)","import_value","USD",70150000,"A"
"Argentina",56,"Maize (corn)","export_quantity","tonne",5597.96,"A"
"Argentina",56,"Maize (corn)","export_value","USD",1162000,"A"
"Argentina",671,"Maté leaves","import_quantity","tonne",12.3,"A"
"Argentina",671,"Maté leaves","import_value","USD",38000,"A"
"Argentina",1058,"Meat of chickens, fresh or chilled","import_quantity","tonne",215.95,"A"
"Argentina",1058,"Meat of chickens, fresh or chilled","import_value","USD",335000,"A"
"Argentina",114,"Mixes and doughs for the preparation of bakers' wares","import_quantity","tonne",10.32,"A"
"Argentina",114,"Mixes and doughs for the preparation of bakers' wares","import_value","USD",17000,"A"
"Argentina",490,"Oranges","import_quantity","tonne",48,"A"
"Argentina",490,"Oranges","import_value","USD",31000,"A"
"Argentina",558,"Other berries and fruits of the genus vaccinium n.e.c.","import_quantity","tonne",0.09,"A"
"Argentina",558,"Other berries and fruits of the genus vaccinium n.e.c.","import_value","USD",1000,"A"
"Argentina",620,"Other fruit n.e.c., dried","import_quantity","tonne",24.5,"A"
"Argentina",620,"Other fruit n.e.c., dried","import_value","USD",39000,"A"
"Argentina",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_quantity","tonne",4,"A"
"Argentina",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_value","USD",10000,"A"
"Argentina",340,"Other oil of vegetable origin, crude n.e.c.","import_quantity","tonne",0.18,"A"
"Argentina",340,"Other oil of vegetable origin, crude n.e.c.","import_value","USD",3000,"A"
"Argentina",339,"Other oil seeds, n.e.c.","import_quantity","tonne",15.25,"A"
"Argentina",339,"Other oil seeds, n.e.c.","import_value","USD",43000,"A"
"Argentina",22,"Pastry","import_quantity","tonne",18.26,"A"
"Argentina",22,"Pastry","import_value","USD",80000,"A"
"Argentina",246,"Prepared groundnuts","import_quantity","tonne",179.86,"A"
"Argentina",246,"Prepared groundnuts","import_value","USD",333000,"A"
"Argentina",898,"Skim milk and whey powder","import_quantity","tonne",47.28,"A"
"Argentina",898,"Skim milk and whey powder","import_value","USD",155000,"A"
"Argentina",997,"Skins, dry-salted of sheep","import_quantity","tonne",0,"A"
"Argentina",997,"Skins, dry-salted of sheep","import_value","USD",4000,"A"
"Argentina",267,"Sunflower seed","import_quantity","tonne",140,"A"
"Argentina",267,"Sunflower seed","import_value","USD",110000,"A"
"Argentina",826,"Unmanufactured tobacco","import_quantity","tonne",198.58,"A"
"Argentina",826,"Unmanufactured tobacco","import_value","USD",991000,"A"
"Argentina",472,"Vegetables preserved nes (o/t vinegar)","import_quantity","tonne",5.5,"A"
"Argentina",472,"Vegetables preserved nes (o/t vinegar)","import_value","USD",16000,"A"
"Argentina",564,"Wine","import_quantity","tonne",4.33,"A"
"Argentina",564,"Wine","import_value","USD",33000,"A"
"Armenia",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_quantity","tonne",1,"A"
"Armenia",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_value","USD",5000,"A"
"Australia",875,"beef and veal preparations nes","import_quantity","tonne",0.1,"A"
"Australia",875,"beef and veal preparations nes","import_value","USD",3000,"A"
"Australia",1181,"Bees","import_quantity",NA,0,"A"
"Australia",1181,"Bees","import_value","USD",4000,"A"
"Australia",112,"Bran of cereals n.e.c.","import_quantity","tonne",87.32,"A"
"Australia",112,"Bran of cereals n.e.c.","import_value","USD",14000,"A"
"Australia",20,"Bread","export_quantity","tonne",8.54,"A"
"Australia",20,"Bread","export_value","USD",52000,"A"
"Australia",41,"Breakfast cereals","import_quantity","tonne",3.06,"A"
"Australia",41,"Breakfast cereals","import_value","USD",36000,"A"
"Australia",41,"Breakfast cereals","export_quantity","tonne",12.88,"A"
"Australia",41,"Breakfast cereals","export_value","USD",28000,"A"
"Australia",181,"Broad beans and horse beans, dry","import_quantity","tonne",4802.81,"A"
"Australia",181,"Broad beans and horse beans, dry","import_value","USD",3974000,"A"
"Australia",886,"Butter of cow milk","import_quantity","tonne",7,"A"
"Australia",886,"Butter of cow milk","import_value","USD",33000,"A"
"Australia",426,"Carrots and turnips","import_quantity","tonne",67.52,"A"
"Australia",426,"Carrots and turnips","import_value","USD",28000,"A"
"Australia",866,"Cattle","import_quantity","Animal",1,"A"
"Australia",866,"Cattle","import_quantity","tonne",0.29,"A"
"Australia",866,"Cattle","import_value","USD",186000,"A"
"Australia",869,"Cattle fat, unrendered","import_quantity","tonne",21.72,"A"
"Australia",869,"Cattle fat, unrendered","import_value","USD",28000,"A"
"Australia",901,"Cheese from whole cow milk","import_quantity","tonne",189.35,"A"
"Australia",901,"Cheese from whole cow milk","import_value","USD",1077000,"A"
"Australia",191,"Chick peas, dry","import_quantity","tonne",25,"A"
"Australia",191,"Chick peas, dry","import_value","USD",18000,"A"
"Australia",666,"Chocolate products nes","import_quantity","tonne",10.05,"A"
"Australia",666,"Chocolate products nes","import_value","USD",99000,"A"
"Australia",665,"Cocoa powder and cake","export_quantity","tonne",0.12,"A"
"Australia",665,"Cocoa powder and cake","export_value","USD",1000,"A"
"Australia",658,"Coffee substitutes","export_quantity","tonne",1.83,"A"
"Australia",658,"Coffee substitutes","export_value","USD",20000,"A"
"Australia",657,"Coffee, decaffeinated or roasted","import_quantity","tonne",0.05,"A"
"Australia",657,"Coffee, decaffeinated or roasted","import_value","USD",2000,"A"
"Australia",657,"Coffee, decaffeinated or roasted","export_quantity","tonne",25.06,"A"
"Australia",657,"Coffee, decaffeinated or roasted","export_value","USD",276000,"A"
"Australia",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","import_quantity","tonne",2.87,"A"
"Australia",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","import_value","USD",18000,"A"
"Australia",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","export_quantity","tonne",5.79,"A"
"Australia",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","export_value","USD",2000,"A"
"Australia",845,"Compound feed n.e.c.","import_quantity","tonne",81,"A"
"Australia",845,"Compound feed n.e.c.","import_value","USD",83000,"A"
"Australia",885,"Cream, fresh","import_quantity","tonne",1.19,"A"
"Australia",885,"Cream, fresh","import_value","USD",1000,"A"
"Australia",1293,"Crude organic material n.e.c.","import_value","USD",244000,"A"
"Australia",577,"Dates","export_quantity","tonne",54.16,"A"
"Australia",577,"Dates","export_value","USD",410000,"A"
"Australia",868,"Edible offal of cattle, fresh, chilled or frozen","import_quantity","tonne",0.5,"A"
"Australia",868,"Edible offal of cattle, fresh, chilled or frozen","import_value","USD",2000,"A"
"Australia",978,"Edible offal of sheep, fresh, chilled or frozen","import_quantity","tonne",790.66,"A"
"Australia",978,"Edible offal of sheep, fresh, chilled or frozen","import_value","USD",2117000,"A"
"Australia",753,"Essential oils n.e.c.","import_quantity","tonne",0,"A"
"Australia",753,"Essential oils n.e.c.","import_value","USD",0,"A"
"Australia",672,"Extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or maté","export_quantity","tonne",1.41,"A"
"Australia",672,"Extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or maté","export_value","USD",12000,"A"
"Australia",1243,"Fat preparations n.e.c.","import_quantity","tonne",165.86,"A"
"Australia",1243,"Fat preparations n.e.c.","import_value","USD",356000,"A"
"Australia",1232,"Food preparations n.e.c.","import_quantity","tonne",7.67,"A"
"Australia",1232,"Food preparations n.e.c.","import_value","USD",92000,"A"
"Australia",1232,"Food preparations n.e.c.","export_quantity","tonne",457,"A"
"Australia",1232,"Food preparations n.e.c.","export_value","USD",1073000,"A"
"Australia",631,"Ice and snow","import_quantity","tonne",0,"A"
"Australia",631,"Ice and snow","import_value","USD",0,"A"
"Australia",631,"Ice and snow","export_quantity","tonne",28,"A"
"Australia",631,"Ice and snow","export_value","USD",5000,"A"
"Australia",910,"Ice cream and other edible ice","import_quantity","tonne",1.72,"A"
"Australia",910,"Ice cream and other edible ice","import_value","USD",11000,"A"
"Australia",622,"Juice of fruits n.e.c.","import_quantity","tonne",4.48,"A"
"Australia",622,"Juice of fruits n.e.c.","import_value","USD",17000,"A"
"Australia",622,"Juice of fruits n.e.c.","export_quantity","tonne",18.56,"A"
"Australia",622,"Juice of fruits n.e.c.","export_value","USD",24000,"A"
"Australia",201,"Lentils, dry","import_quantity","tonne",171,"A"
"Australia",201,"Lentils, dry","import_value","USD",86000,"A"
"Australia",49,"Malt, whether or not roasted","import_quantity","tonne",1,"A"
"Australia",49,"Malt, whether or not roasted","import_value","USD",2000,"A"
"Australia",870,"Meat of cattle boneless, fresh or chilled","import_quantity","tonne",1345.68,"A"
"Australia",870,"Meat of cattle boneless, fresh or chilled","import_value","USD",6365000,"A"
"Australia",867,"Meat of cattle with the bone, fresh or chilled","import_quantity","tonne",56.02,"A"
"Australia",867,"Meat of cattle with the bone, fresh or chilled","import_value","USD",330000,"A"
"Australia",1017,"Meat of goat, fresh or chilled","export_quantity","tonne",15.57,"A"
"Australia",1017,"Meat of goat, fresh or chilled","export_value","USD",99000,"A"
"Australia",977,"Meat of sheep, fresh or chilled","import_quantity","tonne",10252.19,"A"
"Australia",977,"Meat of sheep, fresh or chilled","import_value","USD",71772000,"A"
"Australia",1182,"Natural honey","import_quantity","tonne",70.69,"A"
"Australia",1182,"Natural honey","import_value","USD",215000,"A"
"Australia",1182,"Natural honey","export_quantity","tonne",0.32,"A"
"Australia",1182,"Natural honey","export_value","USD",3000,"A"
"Australia",75,"Oats","import_quantity","tonne",0.72,"A"
"Australia",75,"Oats","import_value","USD",1000,"A"
"Australia",261,"Olive oil","export_quantity","tonne",1.32,"A"
"Australia",261,"Olive oil","export_value","USD",5000,"A"
"Australia",262,"Olives preserved","export_quantity","tonne",8.41,"A"
"Australia",262,"Olives preserved","export_value","USD",20000,"A"
"Australia",620,"Other fruit n.e.c., dried","import_quantity","tonne",0.31,"A"
"Australia",620,"Other fruit n.e.c., dried","import_value","USD",3000,"A"
"Australia",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_quantity","tonne",3,"A"
"Australia",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_value","USD",23000,"A"
"Australia",633,"Other non-alcoholic caloric beverages","import_quantity","tonne",22,"A"
"Australia",633,"Other non-alcoholic caloric beverages","import_value","USD",28000,"A"
"Australia",234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","import_quantity","tonne",23.28,"A"
"Australia",234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","import_value","USD",495000,"A"
"Australia",340,"Other oil of vegetable origin, crude n.e.c.","import_quantity","tonne",0.03,"A"
"Australia",340,"Other oil of vegetable origin, crude n.e.c.","import_value","USD",1000,"A"
"Australia",723,"Other stimulant, spice and aromatic crops, n.e.c.","export_quantity","tonne",169.5,"A"
"Australia",723,"Other stimulant, spice and aromatic crops, n.e.c.","export_value","USD",397000,"A"
"Australia",22,"Pastry","import_quantity","tonne",1.98,"A"
"Australia",22,"Pastry","import_value","USD",32000,"A"
"Australia",187,"Peas, dry","import_quantity","tonne",25,"A"
"Australia",187,"Peas, dry","import_value","USD",12000,"A"
"Australia",246,"Prepared groundnuts","import_quantity","tonne",1.3,"A"
"Australia",246,"Prepared groundnuts","import_value","USD",8000,"A"
"Australia",907,"Processed cheese","import_quantity","tonne",185.12,"A"
"Australia",907,"Processed cheese","import_value","USD",1233000,"A"
"Australia",164,"Refined sugar","import_quantity","tonne",2.29,"A"
"Australia",164,"Refined sugar","import_value","USD",6000,"A"
"Australia",31,"Rice, milled","import_quantity","tonne",10439.1,"A"
"Australia",31,"Rice, milled","import_value","USD",12620000,"A"
"Australia",31,"Rice, milled","export_quantity","tonne",22,"A"
"Australia",31,"Rice, milled","export_value","USD",27000,"A"
"Australia",30,"Rice, paddy (rice milled equivalent)","import_quantity","tonne",10439,"E"
"Australia",30,"Rice, paddy (rice milled equivalent)","import_value","USD",12620000,"E"
"Australia",30,"Rice, paddy (rice milled equivalent)","export_quantity","tonne",22,"E"
"Australia",30,"Rice, paddy (rice milled equivalent)","export_value","USD",27000,"E"
"Australia",976,"Sheep","import_quantity","Animal",423,"A"
"Australia",976,"Sheep","import_quantity","tonne",15,"A"
"Australia",976,"Sheep","import_value","USD",2027000,"A"
"Australia",898,"Skim milk and whey powder","import_quantity","tonne",3.47,"A"
"Australia",898,"Skim milk and whey powder","import_value","USD",4000,"A"
"Australia",888,"Skim milk of cows","import_quantity","tonne",16.41,"A"
"Australia",888,"Skim milk of cows","import_value","USD",10000,"A"
"Australia",168,"Sugar confectionery","import_quantity","tonne",0.16,"A"
"Australia",168,"Sugar confectionery","import_value","USD",3000,"A"
"Australia",168,"Sugar confectionery","export_quantity","tonne",49.71,"A"
"Australia",168,"Sugar confectionery","export_value","USD",161000,"A"
"Australia",18,"Uncooked pasta, not stuffed or otherwise prepared","import_quantity","tonne",4.65,"A"
"Australia",18,"Uncooked pasta, not stuffed or otherwise prepared","import_value","USD",10000,"A"
"Australia",634,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages","import_quantity","tonne",1.15,"A"
"Australia",634,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages","import_value","USD",10000,"A"
"Australia",472,"Vegetables preserved nes (o/t vinegar)","import_quantity","tonne",0.02,"A"
"Australia",472,"Vegetables preserved nes (o/t vinegar)","import_value","USD",1000,"A"
"Australia",472,"Vegetables preserved nes (o/t vinegar)","export_quantity","tonne",144.16,"A"
"Australia",472,"Vegetables preserved nes (o/t vinegar)","export_value","USD",157000,"A"
"Australia",471,"Vegetables, pulses and potatoes, preserved by vinegar or acetic acid","export_quantity","tonne",13.5,"A"
"Australia",471,"Vegetables, pulses and potatoes, preserved by vinegar or acetic acid","export_value","USD",7000,"A"
"Australia",15,"Wheat","import_quantity","tonne",256.04,"A"
"Australia",15,"Wheat","import_value","USD",90000,"A"
"Australia",16,"Wheat and meslin flour","import_quantity","tonne",1.4,"A"
"Australia",16,"Wheat and meslin flour","import_value","USD",1000,"A"
"Australia",564,"Wine","import_quantity","tonne",0.25,"A"
"Australia",564,"Wine","import_value","USD",2000,"A"
"Austria",519,"Apple juice, concentrated","import_quantity","tonne",38.5,"A"
"Austria",519,"Apple juice, concentrated","import_value","USD",61000,"A"
"Austria",515,"Apples","import_quantity","tonne",161.66,"A"
"Austria",515,"Apples","import_value","USD",189000,"A"
"Austria",901,"Cheese from whole cow milk","import_quantity","tonne",29.85,"A"
"Austria",901,"Cheese from whole cow milk","import_value","USD",132000,"A"
"Austria",666,"Chocolate products nes","export_quantity","tonne",0.19,"A"
"Austria",666,"Chocolate products nes","export_value","USD",4000,"A"
"Austria",514,"Citrus juice, concentrated n.e.c.","import_quantity","tonne",65.67,"A"
"Austria",514,"Citrus juice, concentrated n.e.c.","import_value","USD",363000,"A"
"Austria",659,"Coffee extracts","import_quantity","tonne",8.18,"A"
"Austria",659,"Coffee extracts","import_value","USD",17000,"A"
"Austria",657,"Coffee, decaffeinated or roasted","import_quantity","tonne",0.71,"A"
"Austria",657,"Coffee, decaffeinated or roasted","import_value","USD",20000,"A"
"Austria",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","import_quantity","tonne",10.94,"A"
"Austria",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","import_value","USD",57000,"A"
"Austria",845,"Compound feed n.e.c.","import_quantity","tonne",110,"A"
"Austria",845,"Compound feed n.e.c.","import_value","USD",466000,"A"
"Austria",843,"Dog or cat food, put up for retail sale","import_quantity","tonne",96,"A"
"Austria",843,"Dog or cat food, put up for retail sale","import_value","USD",75000,"A"
"Austria",111,"Flour of cereals n.e.c.","import_quantity","tonne",1.13,"A"
"Austria",111,"Flour of cereals n.e.c.","import_value","USD",4000,"A"
"Austria",1232,"Food preparations n.e.c.","import_quantity","tonne",599.15,"A"
"Austria",1232,"Food preparations n.e.c.","import_value","USD",1946000,"A"
"Austria",1232,"Food preparations n.e.c.","export_quantity","tonne",29.4,"A"
"Austria",1232,"Food preparations n.e.c.","export_value","USD",70000,"A"
"Austria",115,"Food preparations of flour, meal or malt extract","import_quantity","tonne",21.8,"A"
"Austria",115,"Food preparations of flour, meal or malt extract","import_value","USD",49000,"A"
"Austria",114,"Mixes and doughs for the preparation of bakers' wares","import_quantity","tonne",12.57,"A"
"Austria",114,"Mixes and doughs for the preparation of bakers' wares","import_value","USD",29000,"A"
"Austria",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_quantity","tonne",3,"A"
"Austria",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_value","USD",44000,"A"
"Austria",633,"Other non-alcoholic caloric beverages","import_quantity","tonne",2578,"A"
"Austria",633,"Other non-alcoholic caloric beverages","import_value","USD",6173000,"A"
"Austria",339,"Other oil seeds, n.e.c.","import_quantity","tonne",0.03,"A"
"Austria",339,"Other oil seeds, n.e.c.","import_value","USD",0,"A"
"Austria",723,"Other stimulant, spice and aromatic crops, n.e.c.","import_quantity","tonne",2.46,"A"
"Austria",723,"Other stimulant, spice and aromatic crops, n.e.c.","import_value","USD",21000,"A"
"Austria",22,"Pastry","import_quantity","tonne",2.91,"A"
"Austria",22,"Pastry","import_value","USD",11000,"A"
"Austria",1042,"Pig meat preparations","import_quantity","tonne",21.13,"A"
"Austria",1042,"Pig meat preparations","import_value","USD",181000,"A"
"Austria",118,"Potatoes, frozen","import_quantity","tonne",1.6,"A"
"Austria",118,"Potatoes, frozen","import_value","USD",3000,"A"
"Austria",235,"Prepared nuts","import_quantity","tonne",4,"A"
"Austria",235,"Prepared nuts","import_value","USD",5000,"A"
"Austria",167,"Sugar and syrups n.e.c.","import_quantity","tonne",20,"A"
"Austria",167,"Sugar and syrups n.e.c.","import_value","USD",62000,"A"
"Austria",168,"Sugar confectionery","export_quantity","tonne",0.45,"A"
"Austria",168,"Sugar confectionery","export_value","USD",8000,"A"
"Austria",634,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages","import_quantity","tonne",20.81,"A"
"Austria",634,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages","import_value","USD",28000,"A"
"Azerbaijan",875,"beef and veal preparations nes","export_quantity","tonne",26,"A"
"Azerbaijan",875,"beef and veal preparations nes","export_value","USD",163000,"A"
"Azerbaijan",191,"Chick peas, dry","import_quantity","tonne",5.76,"A"
"Azerbaijan",191,"Chick peas, dry","import_value","USD",7000,"A"
"Azerbaijan",1058,"Meat of chickens, fresh or chilled","export_quantity","tonne",12.95,"A"
"Azerbaijan",1058,"Meat of chickens, fresh or chilled","export_value","USD",84000,"A"
"Bahrain",221,"Almonds, in shell","export_quantity","tonne",4,"A"
"Bahrain",221,"Almonds, in shell","export_value","USD",17000,"A"
"Bahrain",515,"Apples","export_quantity","tonne",35,"A"
"Bahrain",515,"Apples","export_value","USD",62000,"A"
"Bahrain",526,"Apricots","export_quantity","tonne",653.5,"A"
"Bahrain",526,"Apricots","export_value","USD",880000,"A"
"Bahrain",875,"beef and veal preparations nes","export_quantity","tonne",425.77,"A"
"Bahrain",875,"beef and veal preparations nes","export_value","USD",2020000,"A"
"Bahrain",41,"Breakfast cereals","export_quantity","tonne",11.54,"A"
"Bahrain",41,"Breakfast cereals","export_value","USD",18000,"A"
"Bahrain",420,"Broad beans and horse beans, green","export_quantity","tonne",35.4,"A"
"Bahrain",420,"Broad beans and horse beans, green","export_value","USD",82000,"A"
"Bahrain",893,"Buttermilk, curdled and acidified milk","export_quantity","tonne",45.34,"A"
"Bahrain",893,"Buttermilk, curdled and acidified milk","export_value","USD",155000,"A"
"Bahrain",358,"Cabbages","export_quantity","tonne",778,"A"
"Bahrain",358,"Cabbages","export_value","USD",201000,"A"
"Bahrain",568,"Cantaloupes and other melons","export_quantity","tonne",2388.9,"A"
"Bahrain",568,"Cantaloupes and other melons","export_value","USD",1259000,"A"
"Bahrain",426,"Carrots and turnips","export_quantity","tonne",1,"A"
"Bahrain",426,"Carrots and turnips","export_value","USD",1000,"A"
"Bahrain",393,"Cauliflowers and broccoli","export_quantity","tonne",2349,"A"
"Bahrain",393,"Cauliflowers and broccoli","export_value","USD",1436000,"A"
"Bahrain",901,"Cheese from whole cow milk","import_quantity","tonne",113.56,"A"
"Bahrain",901,"Cheese from whole cow milk","import_value","USD",921000,"A"
"Bahrain",901,"Cheese from whole cow milk","export_quantity","tonne",47.12,"A"
"Bahrain",901,"Cheese from whole cow milk","export_value","USD",267000,"A"
"Bahrain",531,"Cherries","export_quantity","tonne",1,"A"
"Bahrain",531,"Cherries","export_value","USD",4000,"A"
